Date,Open,High,Low,Close,Adj Close,Volume,Symbol
2023-10-05,75.94000244140625,76.94000244140625,75.66000366210938,76.44000244140625,74.77739715576172,1946200,AFL
2023-10-06,76.44000244140625,77.72000122070312,76.0999984741211,77.5999984741211,75.91215515136719,2842600,AFL
2023-10-09,77.5999984741211,78.2699966430664,77.41000366210938,78.19000244140625,76.48932647705078,1845000,AFL
2023-10-10,78.19000244140625,79.02999877929688,78.06999969482422,78.81999969482422,77.10562133789062,3145500,AFL
2023-10-11,79.01000213623047,79.8499984741211,78.69999694824219,79.80000305175781,78.06431579589844,3089800,AFL
2023-10-12,80.0,80.5,79.31999969482422,79.86000061035156,78.12300872802734,2704700,AFL
2023-10-13,80.26000213623047,81.01000213623047,79.97000122070312,80.25,78.5045166015625,1937900,AFL
2023-10-16,80.56999969482422,81.75,80.25,81.08999633789062,79.32624816894531,2096300,AFL
2023-10-17,80.88999938964844,82.02999877929688,80.70999908447266,81.4000015258789,79.62950897216797,1910600,AFL
2023-10-18,81.26000213623047,81.62999725341797,80.27999877929688,80.3499984741211,78.60234069824219,2047300,AFL
2023-10-19,80.19999694824219,80.73999786376953,79.41999816894531,79.55000305175781,77.81975555419922,2173000,AFL
2023-10-20,79.30999755859375,79.31999969482422,76.77999877929688,77.58000183105469,75.8926010131836,3527100,AFL
2023-10-23,77.75,77.94000244140625,77.1500015258789,77.16000366210938,75.48174285888672,1963700,AFL
2023-10-24,77.66999816894531,78.2300033569336,77.4000015258789,77.76000213623047,76.06867980957031,1636500,AFL
2023-10-25,77.97000122070312,78.93000030517578,77.47000122070312,78.26000213623047,76.55780792236328,2306800,AFL
2023-10-26,78.48999786376953,79.23999786376953,77.45999908447266,77.5199966430664,75.83390045166016,2494600,AFL
2023-10-27,77.31999969482422,77.56999969482422,75.93000030517578,76.48999786376953,74.82630157470703,2508100,AFL
2023-10-30,77.0,77.7300033569336,76.88999938964844,77.4000015258789,75.71650695800781,2081400,AFL
2023-10-31,77.55999755859375,78.3499984741211,77.08999633789062,78.11000061035156,76.41107177734375,6776100,AFL
2023-11-01,78.30000305175781,79.29000091552734,77.72000122070312,79.05000305175781,77.33061981201172,3770100,AFL
2023-11-02,79.05000305175781,81.75,78.68000030517578,81.7300033569336,79.95233154296875,3220400,AFL
2023-11-03,81.97000122070312,82.72000122070312,81.22000122070312,82.2300033569336,80.44145965576172,2707000,AFL
2023-11-06,82.2300033569336,82.4800033569336,80.68000030517578,81.4000015258789,79.62950897216797,2404400,AFL
2023-11-07,81.36000061035156,81.36000061035156,80.51000213623047,80.9800033569336,79.2186508178711,2258100,AFL
2023-11-08,80.95999908447266,81.41999816894531,80.1500015258789,80.31999969482422,78.572998046875,2189300,AFL
2023-11-09,80.31999969482422,81.27999877929688,80.23999786376953,80.9000015258789,79.14038848876953,1601200,AFL
2023-11-10,81.2300033569336,81.69000244140625,81.12999725341797,81.4800033569336,79.70777130126953,1626400,AFL
2023-11-13,81.12999725341797,81.87000274658203,80.66000366210938,81.43000030517578,79.65885162353516,1831200,AFL
2023-11-14,81.5,82.16000366210938,81.06999969482422,81.81999969482422,80.4553451538086,2680600,AFL
2023-11-15,81.72000122070312,82.08999633789062,80.41000366210938,80.41999816894531,79.07869720458984,2900100,AFL
2023-11-16,80.55000305175781,81.58000183105469,80.43000030517578,81.11000061035156,79.75718688964844,2326000,AFL
2023-11-17,81.29000091552734,81.95999908447266,81.0999984741211,81.7699966430664,80.40616607666016,1831100,AFL
2023-11-20,81.2300033569336,81.62000274658203,80.80000305175781,81.16999816894531,79.8161849975586,2403200,AFL
2023-11-21,81.31999969482422,82.41999816894531,81.0,81.9000015258789,80.53401184082031,1924800,AFL
2023-11-22,82.0199966430664,82.72000122070312,81.6500015258789,82.43000030517578,81.05517578125,1621300,AFL
2023-11-24,82.6500015258789,83.44999694824219,82.48999786376953,82.94000244140625,81.55667114257812,895100,AFL
2023-11-27,82.87000274658203,83.0999984741211,82.47000122070312,82.97000122070312,81.58616638183594,2021500,AFL
2023-11-28,82.83999633789062,83.02999877929688,82.16999816894531,82.18000030517578,80.80934143066406,2181200,AFL
2023-11-29,82.23999786376953,82.51000213623047,81.61000061035156,81.62999725341797,80.26850891113281,2158200,AFL
2023-11-30,81.81999969482422,83.02999877929688,81.30999755859375,82.70999908447266,81.33050537109375,6219400,AFL
2023-12-01,82.26000213623047,83.08999633789062,82.01000213623047,82.61000061035156,81.23217010498047,2016200,AFL
2023-12-04,82.30999755859375,83.33000183105469,82.08999633789062,82.7300033569336,81.35016632080078,2217300,AFL
2023-12-05,82.5999984741211,83.20999908447266,82.3499984741211,82.61000061035156,81.23217010498047,3017900,AFL
2023-12-06,82.80000305175781,83.08999633789062,81.5,81.7300033569336,80.3668441772461,1827900,AFL
2023-12-07,82.0199966430664,82.45999908447266,81.81999969482422,82.0,80.6323471069336,1798400,AFL
2023-12-08,82.0,82.61000061035156,81.81999969482422,82.55000305175781,81.17317199707031,1728800,AFL
2023-12-11,82.69999694824219,83.38999938964844,82.5,83.11000061035156,81.72383117675781,1571500,AFL
2023-12-12,83.0999984741211,84.37999725341797,82.93000030517578,84.3499984741211,82.94314575195312,2814600,AFL
2023-12-13,84.0199966430664,84.63999938964844,83.72000122070312,84.02999877929688,82.62847900390625,2512900,AFL
2023-12-14,84.06999969482422,84.16999816894531,80.70999908447266,81.27999877929688,79.92435455322266,3841600,AFL
2023-12-15,80.8499984741211,81.02999877929688,79.97000122070312,80.56999969482422,79.2261962890625,6747500,AFL
2023-12-18,80.95999908447266,81.55000305175781,80.41999816894531,81.29000091552734,79.93418884277344,2282800,AFL
2023-12-19,81.30999755859375,82.23999786376953,80.80999755859375,82.0999984741211,80.73068237304688,2032300,AFL
